Dokumen,Topik 1,Topik 2,Topik 3,Label
jakarta kompascom diduga korban pelecehan pelatih silat iwan andi koja orangsebab ibunda korban ri sm mengumpulkan bukti anaknya dilecehkan iwanada korban f b jadikan saksi melapor polisi berdua f ujian maju sm ditemukan kawasan koja jakarta utara rabu baca bocah lakilaki koja diduga dicabuli pelatih silatnya polisi bilang ri maju biar f b dijadikan saksi smsementara sm menyebut f b teman latihan silat ri pelatih iwan mengemban pendidikan sekolah berbedabedaketiganya teman latihan iya bedabeda sekolah smsm ri murid silat iwan mengikuti ekstrakuler olahraga sekolahnyabaca bocah lakilaki koja dilecehkan kali pelatih silatnyatetapi ri latihan sekolahnya iwan melatih murid sekolah ri minggu bertemu pelaku sekolah lainiwan pelatih silat doang guru sekolah anak pegang ekstrakuler silat banget jakarta utara smawalnya anak latihan sekolah lamalama latihan sekolah dipegang iwan latihan kayak latihan gabungan gitu diabaca cerita koja lihat gelagat aneh guru silat cabuli anaknyaadapun sm melaporkan iwan polres metro jakarta utara jumat pencabulanlaporan teregistrasi nomor lpbxiispktpolres metro jakutpolda metro jayaiwan disangkakan pasal undang undang uu nomor penetapan perpu nomor perubahan uu nomor perlindungan anak pasal kuhpsm berharap kepolisian menangkap pelaku keberadaannyadapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.9228062402531535,0.03862460951157294,0.03856915023527369,megapolitan
jakarta kompascom kepala dinas perhubungan dishub dki jakarta syafrin liputo mengimbau masyarakat masker bepergian periode mudik libur raya natal syafrin imbauan rangka mengantisipasi penularan covid cenderung meningkat akhirakhir inikarena bus masker syafrin wartawan rabu baca dishub dki pastikan pembatasan penumpang covid naikberdasarkan data dilaporkan dinas kesehatan dki jakarta covid ditemukan periode desember penambahan covid periode november desember syafrin pembatasan mobilitas warga kapasitas transportasi periode raya natal angkutan darat ketentuan pembatasan kapasitas syafrinbaca covid tangsel melonjak dinkes pasien isolasi mandirisebelumnya kepala seksi surveilans epidemiologi imunisasi dinas kesehatan dki jakarta ngabila salama indonesia sejatinya masuk fase endemi covid juni peningkatan covid tergolong aman terkendali kenaikan pasien dirawat rumah sakitmasyarakat diimbau panik tingkatkan perilaku hidup bersih sehat ngabilamenurut ngabila persen pasien positif covid bergejala ringan menjalani isolasi mandirisedangkan persen bergejala dirawat rumah sakit ngabiladapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.9125485359564272,0.04385038369109687,0.04360108035247598,megapolitan
jakarta kompascom pemilih kategori orang gangguan jiwa odgj didampingi keluarga pencoblosan pemilihan pemilu anggota divisi data informasi kpu dki fahmi zikrillah memudahkan pencoblosan odgj hak pilihnya mekanismenya didampingi keluarga petugas tps fahmi dihubungi rabu baca kpu dki odgj jakarta masuk dpt pemilu pemilih odgj didampingi tps mencoblos bilik suara fahmi warga disabilitas mental memiliki hak pilih pemilu paksaan tps paksaan tps fahmi odgj masuk daftar pemilih dpt jakarta pemilu fahmi menyebut puluhan ribu odgj tersebar wilayah jakarta kepulauan seribu iya data pemilih disabilitas kpu dki pelayanan pemilih odgj disabilitas mental fahmibaca wali kota jaksel berkacakaca dengar sultan korban kabel menjuntai bicara fahmi pendamping orang disabilitas mental pemungutan suara tps pencoblosan salah diterapkan panti sosial bina laras tercatat tps nomor pemilu data pemilih tps panti sosial bina laras jakarta timur lakilaki tps pemilih menjalankan perawatan rehabilitasi odgj fahmi berdasarkan data kpu dki diterima kompascom dpt pemilu orangbaca pendaftaran petugas kpps pemilu dibuka desember syaratnya penyandang disabilitas terbagi disabilitas fisik orang intelektual orang mental orang disabilitas sensorik wicara orang sensorik rungu orang sensorik netra orangdapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.04517640170304225,0.2960762490187988,0.6587473492781589,megapolitan
jakarta kompascom dinas perhubungan dishub dki jakarta pembatasan kapasitas penumpang periode mudik libur raya natal kepala dinas perhubungan dki jakarta syafrin liputo kebijakan khusus pembatasan tren covid merangkak naiksampai angkutan darat ketentuan pembatasan kapasitas syafrin wartawan rabu baca covid tangsel melonjak dinkes pasien isolasi mandirimeski syafrin mengimbau masyarakat waspada menerapkan pola hidup bersih sehat bepergianjadi pembatasan harapkan menjaga syafrinberdasarkan data dilaporkan dinas kesehatan dki jakarta covid ditemukan periode desember baca imbau masyarakat lengkapi vaksin covid dinkes dki terbukti efektif cegah kematiankepala seksi surveilans epidemiologi imunisasi dinkes dki jakarta ngabila salama persen pasien bergejala ringan menjalani isolasi mandirisedangkan persen bergejala dirawat rumah sakit ngabilamenurut ngabila lonjakan covid jakarta november dinkes dki jakarta mencatat penambahan covid periode november desember dapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.038765872464119604,0.9225777509035327,0.038656376632347826,megapolitan
jakarta kompascom satuan reserse narkoba polres metro jakarta barat menyita narkoba jenis ganja obat keras menangkap artis peran ammar zoni selasa iya ammar zoni ditangkap barang bukti diamankan ganja sabu obat keras jenis hexymer kapolres metro jakarta barat kombes m syahdudi pesan singkat rabu baca ammar zoni ditangkap ketiga kalinya penyalahgunaan narkobaia ammar ditangkap salah apartemen wilayah bsd tangerang selasa malamiya tersangka pengembangan pendalaman kasusnya syahduddiini ketiga kalinya ammar zoni ditangkap terkait penyalahgunaan narkobadia ditangkap polres metro jakarta selatan terbukti memiliki narkotika jenis sabu berat gram maret baca bertemu istri anak ammar zoni stres beratammar zoni resmi ditetapkan tersangka penyalahgunaan narkotika maret malamsetelah tujuh dibui ammar zoni dinyatakan bebas oktober tepatnya ammar zoni ditangkap berkait penyalahgunaan narkobadapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.9397993216936439,0.03073771618275519,0.029462962123600934,megapolitan
tangerang selatan kompascom dinas kesehatan tangerang selatan lonjakan covid tangerang selatan oktober orang terkonfirmasi positif covid desember kepala dinas kesehatan kota tangerang selatan allin hendalin mahdaniar pasien terpapar covid isolasi mandiri rumah masingmasingberdasarkan verifikasi lapangan orang menjalani perawatan rumah sakit menjalani isolasi mandiri rumah allin dikonfirmasi rabu baca covid tangsel melonjak orang positifallin lonjakan covid kali diikuti peningkatan kematian virus tersebutnamun mengimbau masyarakat melengkapi vaksinasi meningkatkan antibodi tubuhvaksinasi melindungi orang allinbaca imbau masyarakat lengkapi vaksin covid dinkes dki terbukti efektif cegah kematianadapun lonjakan covid periode november allin lonjakan covid meningkat signifikan desember penambahan terkonfirmasi covid terakhirtotal tanggal desember terkonfirmasi covid tangsel diadapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.9287800990178999,0.035342054604209215,0.035877846377890904,megapolitan
jakarta kompascom sultan rifat alfatih korban jeratan kabel fiber optik menjuntai jalan pangeran antasari melanjutkan studinya universitas brawijaya malang jawa timurrencananya januari sultan malang mengurus persiapan kuliahnya mengenyam pendidikan ayah sultan fatih nh dihubungi rabu baca wali kota jaksel berkacakaca dengar sultan korban kabel menjuntai bicara lagifatih menyebut kondisi sultan membaik berkuliahsultan diperbolehkan pulang rumah sakit polri kramat jati jakarta timur perawatan intensif bulandalam periode mahasiswa berusia menjalani operasisalah satunya pengangkatan pita suara sultan mengonsumsi jenis makananalhamdulillah kondisinya membaik makan minum kondisinya menunjang melanjutkan pendidikannya fatihbaca sultan korban jeratan fiber optik kehilangan indra penciuman operasi pengangkatan pita suaraselain sultan berkomunikasi orang sekitarnyadengan alat bantu bernama elektrolaring gerakan mulutnya dikonversikan suaramaka kesulitan berkomunikasi dosennya kegiatan belajar mengajar dilakukanelektrolaring alat canggih sultan dibantu alat bicara harapan pakai terapi berbicara napas perut mudahmudahan berkomunikasi alat bantu fatihfatih menemani sultan beradaptasi ulangpasalnya kondisinya berbedapasti bantu dirasa aman jakarta kuliah februari melanjutkan perkuliahannya semester enam imbuh fatihbaca laporkan jeratan kabel ayah sultan rifat harap diselesaikan kekeluargaankronologi kecelakaan sultankronologi kecelakaan sultan peristiwa menimpa sultan jalan pangeran antasari jakarta selatan januari,0.0396568174822415,0.9209826806695954,0.03936050184816309,megapolitan
jakarta kompascom ketua komisi pemberantasan korupsi kpk nonaktif firli bahuri aktivitas ditetapkan tersangka dugaan pemerasan eks menteri pertanian syahrul yasin limpo syl aktivitas beliau dihabiskan menyantuni rumah yatim piatu kuasa hukum firli ian iskandar pengadilan negeri jakarta selatan rabu ian mengungkap rumah yatim disantuni kliennya diekspos sebelumnyabaca firli bahuri hadiri peringatan antikorupsi sedunia alasannya enak badan flu ian panti asuhan santunan firli rumah yatim piatu penyantunnya firli menghabiskan berolahragabaca kuasa hukum firli bahuri hadiri sidang gugatan praperadilan berolagraga memantau persidangan gugatan praperadilan diajukannya pengadilan negeri jakarta selatan kegiatan sehariharinya berolahraga memantau proses persidangan berkomunikasi imbuh ian diberitakan firli ditetapkan tersangka november firli menguggat penetapan tersangka mekanisme praperadilan dapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.9212714755195046,0.052339554454005566,0.026388970026489864,megapolitan
jakarta kompascom ketua komisi pemberantasan korupsi kpk nonaktif firli bahuri hadir peringatan antikorupsi sedunia hakordia enak badankondisi badannya sehat flu kuasa hukum firli ian iskandar pengadilan negeri jakarta selatan rabu ian menyebut kliennya fokus pemulihan kondisi kesehatan firli menghabiskan beristirahat rumahbaca kuasa hukum firli bahuri hadiri sidang gugatan praperadilansekarang posisinya rumah pemulihan beliau kpk hadir iandiberitakan tersangka dugaan pemerasan eks menteri pertanian syahrul yasin limpo syl firli bahuri hadir hakordia juru bicara penindakan kelembagaan kpk ali fikri panitia hakordia mengirimkan undangan insan kpk email blast firlibaca penetapan firli bahuri tersangka sah polda metro hakim tolak gugatan praperadilannamun mantan komisaris jenderal polisi area venue istora senayan jakarta pusat acarajadi insan kpk pegawai pimpinan struktural dewas siang ketua nonaktif fb firli bahuri hadir ali ditemui awak media istora senayan jakarta pusat selasa dapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.0422712983732659,0.9121520356637182,0.04557666596301602,megapolitan
bogor kompascom hsn lansia pemilik bengkel tajurhalang bogor jawa barat diduga dianiaya tetangganyasebab tetangganya kesal jalannya terhalang mobil pengunjung bengkel memompa banlokasi bengkel hsn pinggir jalan anak korban junaedi peristiwa jumat baca anaknya korban pencabulan ibunda lihat medali sedih hati sayamemang menghalangi gang pelaku mompa sih salah negur namanya usaha mompa bengkel junaedi dihubungi wartawan rabu junaedi terduga pelaku cekcok ayahnya salah satunya mesin pompa air milik hsn dianggap menghalangi jalankemudian hsn mengalah menaruh mesin pompa rumahbeberapa kali cekcok mulut yah orangtua sih ngalah mesin air pindahin diasementara kejadian desember terduga pelaku membawa anaknya jalannya terhalangi mobil pengunjung bengkelbaca penetapan firli bahuri tersangka sah polda metro hakim tolak gugatan praperadilandia pelaku kehalangan bilang menitan cekcok mulut sebentar saksi junaedisaksi menyaksikan hsn dipukul berdarah pelipis korban dibawa rumah sakit jahitandi polres diterima dibikin laporan langsung visum rs bhayangkara brimob kelapa hasilnya barusan diwakilkan resersenya nelepon junaedibeberapa ketua rt mencoba memediasi korban terduga pelakunamun keluarga hsn memutuskan jalan damai efek jera terduga pelakubaca ammar zoni ditangkap terkait penyalahgunaan narkoba polisi tersangkacuma memutuskan jalan damai keadilan seadiladilnya efek jera pelaku pelaku memukul diaakibat penganiayaan mata hsn buram luka jahitan pelipis ditambah pendengaran hsn mengalami traumasaat dikonfirmasi terpisah kapolsek tajurhalang iptu tamar bekti reskrim polres metro depok memproses tersebutpihaknya menunggu hasil visum korban hsnkata kanit krimum polres metro depok proses tinggal nunggu hasil visum tamar rabudapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.929572613668966,0.03509551643462744,0.03533186989640658,megapolitan
jakarta kompascom dinas kesehatan dinkes dki jakarta melaporkan tren penularan covid peningkatankepala seksi surveilans epidemiologi imunisasi dinkes dki jakarta ngabila salama covid ditemukan jakarta terakhirkasus positif covid dki jakarta desember desember desember ngabila dikonfirmasi rabu baca dishub dki pastikan pembatasan penumpang covid naikmeski ngabila kenaikan terkendali tingkat penggunaan tidur isolasipenggunaan tidur stabil persen kenaikan bermakna ngabilaberdasarkan data dinkes dki lonjakan covid jakarta november tercatat penambahan covid periode november desember baca antisipasi penularan covid warga diimbau pakai masker bepergiansementara periode desember covid ditemukan jakartamasyarakat diimbau panik tingkatkan perilaku hidup bersih sehat ngabiladapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.03370071085695477,0.034192874141793624,0.9321064150012517,megapolitan
jakarta kompascom ketua komisi pemberantasan korupsi kpk nonaktif firli bahuri hadir sidang gugatan praperadilan penetapannya tersangka dugaan pemerasan eks menteri pertanian syahrul yasin limpo syl hadir salah kuasa hukum firli ian iskandar pengadilan negeri jakarta selatan rabu ian menyebut kliennya kuasa sepenuhnya firli hadir persidanganbaca penetapan firli bahuri tersangka sah polda metro hakim tolak gugatan praperadilan ya dikasih kuasa hadir informasi batang hidung firli sidang gugatan praperadilan dihelat senin firli diwakili tim kuasa hukumnya tujuh orang ian iskandar ishemat soeria alam anis rifai dedi yusuf satria tunggara ari setiawan niti sumita marvil worotijan firli mengajukan gugatan praperadilan november penetapan tersangka pemerasan sylbaca polda metro penggeledahan apartemen sah firli bahuri tersangka menggugat kapolri jenderal listyo sigit kapolda metro jaya irjen karyoto informasi polisi memeriksa firli tersangka kali desember desember firli diduga pemerasan perkara korupsi kementerian pertanian kementan polisi mendapati barang bukti salah satunya pencatatan valuta asing senilai rp miliar saksi diperiksa inidapatkan update berita pilihan breaking news kompascom mari bergabung grup telegram kompascom news update klik link httpstmekompascomupdate join install aplikasi telegram ponsel,0.0441095864615093,0.04362504749844174,0.9122653660400489,megapolitan
